id_cp_interaction	CellType_a	CellType_b	gene_a	gene_b	expValues_a	expValues_b	pValue	mean	significant_mean	annotation_strategy	interacting_pair	Ligand	Receptor	top50的significant_mean的编号
CPI-SS0D4C221B8	Th2	APOE+CD9+ Monocytes	ICAM1	AREG	0.244	0.518	0	0.381	0.381	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS0B0E09B1C	Th2	APOE+CD9+ Monocytes	CTLA4	CD86	0.526	0.232	0	0.379	0.379	curated	CTLA4_CD86	CTLA4	CD86	40
CPI-SS00F282936	Th2	Keratinocyte 5	CXCR6	CXCL16	0.469	0.29	0	0.379	0.379	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS0D4C221B8	Th2	Keratinocyte 1	ICAM1	AREG	0.244	0.51	0	0.377	0.377	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS028784FC6	Th2	APOE+CD9+ Monocytes	HLA-DPA1	TNFSF9	0.531	0.218	0	0.375	0.375	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS077D7365D	Th2	APOE+CD9+ Monocytes	CD28	CD86	0.517	0.232	0	0.375	0.375	curated	CD28_CD86	CD28	CD86	42
CPI-SS00F282936	Th2	Keratinocyte 7	CXCR6	CXCL16	0.469	0.274	0	0.371	0.371	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS0859C173B	Th2	CD163+CD16A+CCL18+ Monocytes	TNFSF14	LTBR	0.52	0.22	0	0.37	0.37	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS028784FC6	Th2	DC-like Monocytes	HLA-DPA1	TNFSF9	0.531	0.206	0	0.368	0.368	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0B0E09B1C	Th2	Proliferating T	CTLA4	CD86	0.526	0.211	0	0.368	0.368	curated	CTLA4_CD86	CTLA4	CD86	40
CPI-SS077D7365D	Th2	Proliferating T	CD28	CD86	0.517	0.211	0	0.364	0.364	curated	CD28_CD86	CD28	CD86	42
CPI-SS092E57263	Th2	APOE+CD9+ Monocytes	CSF2	CSF1R	0.394	0.327	0	0.361	0.361	guidetopharmacology.org	CSF2_CSF1R	CSF2	CSF1R	34
CPI-SS03F821467	Th2	CD1C+CLEC10A+IL1Blow DC	CD96	NECTIN1	0.676	0.046	0	0.361	0.361	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS00F282936	Th2	Keratinocyte CCL2+ Cluster3	CXCR6	CXCL16	0.469	0.249	0	0.359	0.359	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS00F282936	Th2	Keratinocyte 6	CXCR6	CXCL16	0.469	0.247	0	0.358	0.358	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS07D9A48A2	Th2	CD163+CD16A+CCL18+ Monocytes	LTA	TNFRSF1B	0.227	0.486	0	0.357	0.357	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS028784FC6	Th2	Langerhans cells	HLA-DPA1	TNFSF9	0.531	0.179	0	0.355	0.355	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0F3D40856	Th2	Proliferating T	PGRMC2	CCL4L2	0.104	0.606	0	0.355	0.355	IMEx,IntAct	PGRMC2_CCL4L2	PGRMC2	CCL4L2	25
CPI-SS0D4C221B8	Th2	Keratinocyte 5	ICAM1	AREG	0.244	0.456	0	0.35	0.35	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS0F3D40856	Th2	Langerhans cells	PGRMC2	CCL4L2	0.104	0.594	0	0.349	0.349	IMEx,IntAct	PGRMC2_CCL4L2	PGRMC2	CCL4L2	25
CPI-SS07D9A48A2	Th2	Proliferating T	LTA	TNFRSF1B	0.227	0.469	0	0.348	0.348	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS0EF1A7415	Th2	CD1C+CLEC10A+IL1Bhigh DC	CCR4	CCL17	0.299	0.391	0	0.345	0.345	curated	CCR4_CCL17	CCR4	CCL17	36
CPI-SS07D9A48A2	Th2	Memory CD4 T	LTA	TNFRSF1B	0.227	0.463	0	0.345	0.345	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS00F282936	Th2	pDC and Mast	CXCR6	CXCL16	0.469	0.219	0	0.344	0.344	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS028784FC6	Th2	CD163+CD16A+CCL18+ Monocytes	HLA-DPA1	TNFSF9	0.531	0.147	0	0.339	0.339	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0E7D5974D	Th2	Langerhans cells	TNF	TNFRSF1B	0.439	0.233	0	0.336	0.336	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS07D9A48A2	Th2	CD1C+CLEC10A+IL1Bhigh DC	LTA	TNFRSF1B	0.227	0.441	0	0.334	0.334	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS028784FC6	Th2	Fibroblast 0	HLA-DPA1	TNFSF9	0.531	0.137	0	0.334	0.334	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0D4C221B8	Th2	Keratinocyte 2	ICAM1	AREG	0.244	0.425	0	0.334	0.334	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS00F282936	Th2	Proliferating T	CXCR6	CXCL16	0.469	0.2	0	0.334	0.334	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS028784FC6	Th2	Fibroblast 1	HLA-DPA1	TNFSF9	0.531	0.135	0	0.333	0.333	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS028784FC6	Th2	Fibroblast 6	HLA-DPA1	TNFSF9	0.531	0.123	0	0.327	0.327	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS00F282936	Th2	Keratinocyte 1	CXCR6	CXCL16	0.469	0.184	0	0.326	0.326	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS00F282936	Th2	Keratinocyte 2	CXCR6	CXCL16	0.469	0.179	0	0.324	0.324	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS0E7D5974D	Th2	CD1C+CLEC10A+IL1Blow DC	TNF	TNFRSF1B	0.439	0.198	0	0.319	0.319	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS028784FC6	Th2	Keratinocyte 7	HLA-DPA1	TNFSF9	0.531	0.101	0	0.316	0.316	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0E7D5974D	Th2	pDC and Mast	TNF	TNFRSF1B	0.439	0.193	0	0.316	0.316	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS0859C173B	Th2	Proliferating T	TNFSF14	LTBR	0.52	0.105	0	0.313	0.313	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS028784FC6	Th2	Keratinocyte CCL2+ Cluster3	HLA-DPA1	TNFSF9	0.531	0.089	0	0.31	0.31	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS07D9A48A2	Th2	NK and gdT	LTA	TNFRSF1B	0.227	0.393	0	0.31	0.31	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS028784FC6	Th2	Keratinocyte 5	HLA-DPA1	TNFSF9	0.531	0.079	0	0.305	0.305	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS028784FC6	Th2	Keratinocyte 2	HLA-DPA1	TNFSF9	0.531	0.077	0	0.304	0.304	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS00F282936	Th2	Keratinocyte CCL2- Cluster3	CXCR6	CXCL16	0.469	0.138	0	0.304	0.304	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS00F282936	Th2	Fibroblast 6	CXCR6	CXCL16	0.469	0.138	0	0.303	0.303	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS028784FC6	Th2	Keratinocyte CCL2- Cluster3	HLA-DPA1	TNFSF9	0.531	0.074	0	0.303	0.303	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0E7D5974D	Th2	Fibroblast 0	TNF	TNFRSF1B	0.439	0.16	0	0.299	0.299	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS00F282936	Th2	Fibroblast 0	CXCR6	CXCL16	0.469	0.122	0	0.295	0.295	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS00F282936	Th2	Keratinocyte 0	CXCR6	CXCL16	0.469	0.117	0	0.293	0.293	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS0419B80C4	Th2	CD163+CD16A+CCL18+ Monocytes	LGALS9	LRP1	0.117	0.455	0	0.286	0.286	InnateDB-All	LGALS9_LRP1	LGALS9	LRP1	31
CPI-SS0D4C221B8	Th2	Keratinocyte 6	ICAM1	AREG	0.244	0.32	0.03	0.282	0.282	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS0D4C221B8	Th2	Keratinocyte CCL2+ Cluster3	ICAM1	AREG	0.244	0.315	0.04	0.279	0.279	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS00F282936	Th2	Fibroblast 1	CXCR6	CXCL16	0.469	0.086	0	0.277	0.277	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS0E7D5974D	Th2	APOE+CD9+ Monocytes	TNF	TNFRSF1B	0.439	0.107	0	0.273	0.273	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS0F3D40856	Th2	APOE+CD9+ Monocytes	PGRMC2	CCL4L2	0.104	0.405	0	0.254	0.254	IMEx,IntAct	PGRMC2_CCL4L2	PGRMC2	CCL4L2	25
CPI-SS0419B80C4	Th2	FCN1+VCAN+IL1Bhigh Monocytes	LGALS9	LRP1	0.117	0.387	0	0.252	0.252	InnateDB-All	LGALS9_LRP1	LGALS9	LRP1	31
CPI-SS07D9A48A2	Th2	Langerhans cells	LTA	TNFRSF1B	0.227	0.233	0	0.23	0.23	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS07D9A48A2	Th2	CD1C+CLEC10A+IL1Blow DC	LTA	TNFRSF1B	0.227	0.198	0	0.213	0.213	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS07D9A48A2	Th2	pDC and Mast	LTA	TNFRSF1B	0.227	0.193	0	0.21	0.21	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS098EFF959	Th2	Fibroblast 6	CCR7	CCL19	0.211	0.186	0	0.199	0.199	curated	CCR7_CCL19	CCR7	CCL19	28
CPI-SS0419B80C4	Th2	DC-like Monocytes	LGALS9	LRP1	0.117	0.28	0	0.198	0.198	InnateDB-All	LGALS9_LRP1	LGALS9	LRP1	31
CPI-SS07D9A48A2	Th2	Fibroblast 0	LTA	TNFRSF1B	0.227	0.16	0	0.193	0.193	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS07D9A48A2	Th2	APOE+CD9+ Monocytes	LTA	TNFRSF1B	0.227	0.107	0	0.167	0.167	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS0419B80C4	Th2	Keratinocyte 6	LGALS9	LRP1	0.117	0.146	0	0.132	0.132	InnateDB-All	LGALS9_LRP1	LGALS9	LRP1	31
CPI-SS0419B80C4	Th2	Keratinocyte 1	LGALS9	LRP1	0.117	0.139	0	0.128	0.128	InnateDB-All	LGALS9_LRP1	LGALS9	LRP1	31
CPI-SS0419B80C4	Th2	Keratinocyte 7	LGALS9	LRP1	0.117	0.14	0	0.128	0.128	InnateDB-All	LGALS9_LRP1	LGALS9	LRP1	31
CPI-SS0419B80C4	Th2	Keratinocyte 2	LGALS9	LRP1	0.117	0.111	0.01	0.114	0.114	InnateDB-All	LGALS9_LRP1	LGALS9	LRP1	31

